,name,text,artist,style
0,Fala Mal de Mim,"Não olha pro lado, quem tá passando é o bonde
Se ficar de caozada, a porrada come
Não olha pro lado, quem tá passando é o bonde
Se ficar de caozada, a porrada come

As mina aqui da área, no baile se revela
Não importa o que eu faça, vira moda entre elas
Fala mal do meu cabelo e da minha maquiagem
Ô coisa escrota, pode falar a vontade

Essa mina recalcada não arruma um namorado
Não mexe com o meu, não sou de mandar recado
Fala mal de mim na roda dos amigos
Que coisa garota, eu nunca fiz nada contigo

Se entrar no meu caminho, vai ficar perdida
Oh rata molhada, se mete na tua vida
Não adianta, não tem vergonha na cara
Fala mal de mim mas é minha fã encubada

Ô recalcada, escuta o papo da Ludmilla
Não olha pro lado, quem tá passando é o bonde
Se ficar de caozada, a porrada come
Não olha pro lado, quem tá passando é o bonde
Se ficar de caozada, a porrada come (2x)

As mina aqui da área, no baile se revela
Não importa o que eu faça, vira moda entre elas
Fala mal do meu cabelo e da minha maquiagem
Ô coisa escrota, pode falar a vontade

Essa mina recalcada não arruma um namorado
Não mexe com o meu, não sou de mandar recado
Fala mal de mim na roda dos amigos
Que coisa garota, eu nunca fiz nada contigo

Se entrar no meu caminho, vai ficar perdida
Oh rata molhada, se mete na tua vida
Não adianta, não tem vergonha na cara
Fala mal de mim mas é minha fã encubada

Ô recalcada, escuta o papo da Ludmilla
Não olha pro lado, quem tá passando é o bonde
Se ficar de caozada, a porrada come
Não olha pro lado, quem tá passando é o bonde
Se ficar de caozada, a porrada come",ludmilla,funk_carioca
0,Duas Doses de Saudade,"É fácil, dar a mão beijar de olhos fechados, sentir tesão
Difícil é sentir, a conexão aquela forte que vem do coração
Outras bocas beijei mas não te esqueci,
Em outras camas deitei mas estou aqui
Eu não tô pedindo pra você voltar,
Só tô cantando pra você me escutar

Nem eu sei de onde vem tanto querer
Porque eu não sei te amar sem sofrer
Você não presta, parece que eu gosto disso,
Eu minto pra você, você perde o juízo

Vamos pra noite, mais uma vez pra nos esquecer
E logo uma amiga me pergunta por você
Aí eu bebo duas doses de saudade,
E no final da noite: rá! você já sabe

É ligação,sua mãe fica puta
Com os meus gritos no seu portão
Eu vou embora arrependida do que eu fiz,
Você me liga e diz...

Vamos conversar, tô com saudade de você,
Ficar longe machuca, eu quero você meu bem querer
Você me tira a paz,
Parece uma droga que eu não me livro mais
A nossa vida é uma loucura,
É um Deus nos acuda

Vamos conversar, tô com saudade de você
Ficar longe machuca, eu quero você meu bem querer
Você me tira a paz,
Parece uma droga que eu não me livro mais
A nossa vida é uma loucura, é um Deus nos acuda",ludmilla,funk_carioca
0,Cheguei,"Cheguei (cheguei)
Cheguei chegando
Bagunçando a zorra toda
E que se dane
Eu quero mais é que se exploda
Porque ninguém vai estragar meu dia
Avisa lá, pode falar

Que eu cheguei (cheguei)
Cheguei chegando
Bagunçando a zorra toda
E que se dane
Eu quero mais é que se exploda
Porque ninguém vai estragar meu dia
Avisa lá, pode falar

Que eu cheguei com tudo
Cheguei quebrando tudo
Pode me olhar, apaga a luz e aumenta o som
A recalcada pira
Falsiane conspira
Pra despertar inveja alheia eu tenho dom

Se não gosta, senta e chora
Hoje eu tô a fim de incomodar
Se não gosta, senta e chora
Mas saí de casa pra causar

Cheguei (cheguei)
Cheguei chegando
Bagunçando a zorra toda
E que se dane
Eu quero mais é que se exploda
Porque ninguém vai estragar meu dia
Avisa lá, pode falar

Que eu cheguei (cheguei)
Cheguei chegando
Bagunçando a zorra toda
E que se dane
Eu quero mais é que se exploda
Porque ninguém vai estragar meu dia
Avisa lá, pode falar

Que eu cheguei com tudo
Cheguei quebrando tudo
Pode me olhar, apaga a luz e aumenta o som
A recalcada pira
Falsiane conspira
Pra despertar inveja alheia eu tenho dom

Se não gosta, senta e chora
Hoje eu tô a fim de incomodar
Se não gosta, senta e chora
Mas saí de casa pra causar

Cheguei (cheguei)
Cheguei chegando
Bagunçando a zorra toda
E que se dane
Eu quero mais é que se exploda
Porque ninguém vai estragar meu dia
Avisa lá, pode falar

Que eu cheguei (cheguei)
Cheguei chegando
Bagunçando a zorra toda
E que se dane
Eu quero mais é que se exploda
Hoje ninguém vai estragar meu dia
Avisa lá, pode falar

Que eu cheguei",ludmilla,funk_carioca
0,"Vem Amor, Bate Não Para","O refrão é com vocês, tá?

Já tava com saudade, amor, aonde você tava?
Olhei no zap e no Instagram, mas não te achava
Fui no seu portão, sua mãe me atendeu
Olhei pra cara dela, perguntei: Cadê o Mateus?

Ela me respondeu: Ele tá lá em cima
Vai, chama ele, só não demora, menina
Bagulho pegando fogo, aquele clima de maldade
Sexo com saudade, tá ligado, aí já sabe

Vem amor bate e não para
Com o **** na minha cara
Vem amor bate e não para
Com o **** na minha cara
Vem amor bate e não para
Com o **** na minha cara
Vem amor bate e não para
Com o **** na minha cara
Vem amor, vem amor
Vem amor bate e não para
Vem amor, vem amor
Vem amor bate e não para
Vem amor, vem amor
Com o **** na minha cara

Já tava com saudade, amor, aonde você tava?
Olhei no zap e no Instagram, mas não te achava
Fui no seu portão, sua mãe me atendeu
Olhei pra cara dela, perguntei: Cadê o Mateus?
Ela me respondeu: Ele tá lá em cima
Vai, chama ele, só não demora, menina
Bagulho pegando fogo, aquele clima de maldade
Sexo com saudade, tá ligado, aí já sabe

Vem amor bate e não para
Com o **** na minha cara
Vem amor bate e não para
Com o **** na minha cara
Vem amor bate e não para
Com o **** na minha cara
Vem amor bate e não para
Com o **** na minha cara
Vem amor, vem amor
Vem amor bate e não para
Vem amor, vem amor
Vem amor bate e não para
Vem amor, vem amor
Com o **** na minha cara",ludmilla,funk_carioca
0,700 por Hora,"Reclama, mas gosta do meu estilo independente
Me mudei de endereço, vou morar na sua mente
Vestidinho da Gucci, só pra ficar indecente
Com meu rolex no pulso, salto fino
O mar tá quente
Não tente me rastrear, sou bicho solto
Sofri de emoção uma vez
Me blindei pra encarar esse mundo louco
Vivo a vida avançada porque a vida é minha
A última mulher que andou na linha
O trem passou por cima

Eu gosto que joga pro alto, me bota de quatro
Puxa meu cabelo
700 por hora mordendo a fronha do meu travesseiro
Eu gosto que joga pro alto, me bota de quatro
Puxa meu cabelo
700 por hora mordendo a fronha do meu travesseiro

Vai, vai, vai, vai
Se fizer gostoso, a Ludmilla pede mais
Vai, vai, vai, vai
Se fizer gostoso, a Ludmilla pede mais

Reclama, mas gosta do meu estilo independente
Me mudei de endereço, vou morar na sua mente
Vestidinho da Gucci, só pra ficar indecente
Com meu rolex no pulso, salto fino
O mar tá quente
Não tente me rastrear, sou bicho solto
Sofri de emoção uma vez
Me blindei pra encarar esse mundo louco
Vivo a vida avançada porque a vida é minha
A última mulher que andou na linha
O trem passou por cima

Eu gosto que joga pro alto, me bota de quatro
Puxa meu cabelo
700 por hora mordendo a fronha do meu travesseiro
Eu gosto que joga pro alto, me bota de quatro
Puxa meu cabelo
700 por hora mordendo a fronha do meu travesseiro

Vai, vai, vai, vai
Se fizer gostoso, a Ludmilla pede mais
Vai, vai, vai, vai
Se fizer gostoso, a Ludmilla pede mais",ludmilla,funk_carioca
0,Sou Eu,"Quem é, que quando passa já te deixa tonto?
Quem é, que te provoca, te deixa no ponto?
Quem é, que só de rebolar te enlouqueceu?
Quem é?
Quem é?
Quem é?

A danada sou eu
A danada sou eu
A danada sou eu, eu, eu
A danada sou eu

Atrevida
Eu tô livre e tô solta na pista
Desse jeito eu me jogo na vida
E a festa vai até de manhã (de manhã)
Esquece, tô sozinha e não quero estresse
Eu tô fora de cara chiclete
Eu te quero mas deixa pra amanhã (pra amanhã)

Porque eu hoje vou zoar
Eu vou me acabar
Deixa eu beber, curtir
Amor, deixa eu vacilar

Porque eu hoje vou zoar
Eu vou me acabar
Mas amanhã me espera
Que você já sabe

Quem é, que quando passa já te deixa tonto?
Quem é, que te provoca, te deixa no ponto?
Quem é, que só de rebolar te enlouqueceu?
Quem é?
Quem é?
Quem é?

A danada sou eu
A danada sou eu (hmm)
A danada sou eu, eu, eu
A danada sou eu

Atrevida
Eu tô livre e tô solta na pista
Desse jeito eu me jogo na vida
E a festa vai até de manhã (de manhã)
Esquece, tô sozinha e não quero estresse
Eu tô fora de cara chiclete
Eu te quero mas deixa pra amanhã (pra amanhã)

Porque eu hoje vou zoar
Eu vou me acabar
Deixa eu beber, curtir
Amor, deixa eu vacilar

Porque eu hoje vou zoar
Eu vou me acabar
Mas amanhã me espera
Que você já sabe

Quem é, que quando passa já te deixa tonto?
Quem é, que te provoca, te deixa no ponto?
Quem é, que só de rebolar te enlouqueceu?
Quem é?
Quem é?
Quem é?

A danada sou eu
A danada sou eu
A danada sou eu, eu, eu
A danada sou eu

A danada sou eu",ludmilla,funk_carioca
0,Malokera,"Skrillex (Yeah, yo)
Skrillex!
Ludmilla (Yeah, ahn)
MC Lan, TroyBoi, Ty Dolla (Ahn)
E ele, Herbert Richers, aha (Ma-lo-ke-ra)

Vai, malokera
Vai, representa
Vai, malokera
Vai, representa
E senta que senta, que senta, que senta
Que senta, que senta, que senta
Oi, senta que senta, que senta, que senta
Que senta, que senta, que senta, ahn, ahn
Vai, malokera
Vai, representa
Vai, malokera
Vai, representa
E senta que senta, que senta, que senta
Que senta, que senta, que senta
Ai, senta que senta, que senta, que senta
Que senta, que senta, que senta, caralho (Ahn, ahn)

Booty shake, c'mon, c'mon, lady
Todas menina vai flexionando
jogando a bundinha pra trás e pra frente, ahn
Booty shake, c'mon, c'mon, lady
Joga essa bunda encostando na tropa, vai
joga essa bunda encostando na gente, porra
Booty shake, c'mon, c'mon, lady
Hoje você vai sentar pro patrão
e logo depois vai sentar pro gerente, porra
Booty shake, c'mon, c'mon, lady
Depois de embrazar nós vai soltar fumaça
porque hoje nós tá numa onda diferente, então

Booty shake, c'mon, c'mon, babe
Back it up, back it up, back it up on me
Now drop it, now drop it down all the way into the ground
Twerking that thing on his face
Bet that she can do that on a dick
Left to the right to the left to the right she
I wanna knock it down, I wanna pipe it
Said she can take it, she says she can handle it
Fucking all night, baby, testing my stamina
Give you that plantain
That extra banana dick
She says I'm far from the average
Hey, put that lil' pretty thing all on my face (Ahn, ahn)
Give you that just like a steak
Brrp, that's where my tongue go
Twerk to the sound of the bongo, seesh!

Vai, malokera
Vai, representa
Vai, malokera
Vai, representa
E senta que senta, que senta, que senta
Que senta, que senta, que senta
Oi, senta que senta, que senta, que senta (Ma-lo-ke-ra)
Que senta, que senta, que senta, ahn, ahn

Chamou de malokera, minha cintura canta
Corpão ignorante, será que tu levanta?
Porque se eu bater no chão
se eu bater no chão vai rolar explosão (Boom!)
Se eu bater no chão
se eu bater no chão vai rolar explosão, caralho!

Booty shake, c'mon, c'mon, lady
Todas menina vai flexionando
jogando a bundinha pra trás e pra frente, ahn
Booty shake, c'mon, c'mon, lady
Joga essa bunda encostando na tropa
vai, joga essa bunda encostando na gente, porra
Booty shake, c'mon, c'mon, lady
Hoje você vai sentar pro patrão
e logo depois vai sentar pro gerente, porra
Booty shake, c'mon, c'mon, lady
Depois de gozar nós vai soltar fumaça
ficando bem louco de entorpecente, então

Foram me chamar, eu tô aqui
Cadê o drink e o baseado?
E o DJ bota essa porra pra tocar
Bora, que chegou a bagunceira e o caô já tá formado
Já tô louca e ninguém vai me parar
Chama a Lud, chama (Chama, chama)
Chama, deita na cama (Chama, chama)
Chama a Lud, chama, vê se não gama
Já conhece a minha fama, não pode se apaixonar

Ma-lo-ke-ra
Le petit petit polá, vem que o Lan vai te pegar
Ma-lo-ke-ra
Le petit petit polá, Skrillex vai te pegar",ludmilla,funk_carioca
0,Não Quero Mais (Part. Belo),"Mais uma vez você mudou
E a gente não se fala mais
Da outra vez, você jurou
Que o que passou ficou pra trás
Eu avisei que era melhor
Esquecer e só viver em paz
Cadê você?
Que deu um nó
Cria os sonhos e depois desfaz

Mas te confesso que um beijo
Já me desperta, o desejo do que a gente faz
Mas, se for pra ser desse jeito
Sem compromisso eu respeito
Mas não quero mais

Eu não quero mais
Te amar demais, me entregar demais
Pra você dizer que tanto faz
Eu não quero mais, não quero mais
Eu não quero mais
Te amar demais, pra sofrer demais
Por alguém que diz que tanto faz
Eu não quero mais, não quero mais

Mais uma vez o nosso amor
Se perdeu porque eu falei demais
Mais uma vez não dei valor
E você quer me deixar pra trás
Sem teu calor, tudo é pior
Tua indiferença dói demais
Cadê você?
Meu grande amor, eu prometo que não erro mais

E te confesso que um beijo
Já me desperta, o desejo do que a gente faz
E se for pra ser do seu jeito
E só dizer eu aceito pra te ver em paz

Eu não quero mais
Te amar demais, me entregar demais
E depois dizer que tanto faz
Eu não quero mais, não quero mais, nunca mais
Eu não quero mais
Pra sofrer demais
E dizer meu bem que tanto faz
Eu não quero mais, não quero mais, nunca mais

Eu tô aqui, só a dois passos de você
Você ta aí, a dez mil milhas pra entender
Pra decidir, se vai fugir ou vai querer

Eu tô aqui, a um passo de te esquecer
Você ta aí, a um segundo de ver que eu sou capaz
De dizer não quero mais

Eu não quero mais
Me entregar demais
E depois dizer que tanto faz
Eu não quero mais, não quero mais, nunca mais
Eu não quero mais
Te amar demais, pra sofrer demais
Por alguém que diz, que diz, que tanto faz
Não quero mais",ludmilla,funk_carioca
0,Clichê (com Felipe Araújo),"Pode parecer clichê
Mas amor, eu e você
como a lua e o mar tem que acontecer

Se a gente se perder
Eu não quero nem saber
Esse amor tá no ar
Tem que acontecer

Vem, que igual nós dois não tem
E você faz tão bem, faz tão bem
Que eu tô querendo te roubar um beijo

E você é louco por mim
Quando a gente se encontra é assim
Não tem fim, não tem fim
Esse é o nosso desejo

Quando a noite chegar vou pegar você
Se prepara que hoje eu quero fazer
Só pra te enlouquecer
Só pra te enlouquecer

Quando a noite chegar vou pegar você
Se prepara que hoje eu quero fazer
Só pra te enlouquecer
Só pra satisfazer meu ego

Envolvente, sabe o que fazer
Quando ela quer faz acontecer
Cheia de atitude, pura tentação
Se ela quiser, tu vai dizer que não?

Tem essa pegada de mulher independente
Sabe o seu valor, nunca tá carente
Eu já sei de cor tudo que vai acontecer
Quando ela me liga e diz que quer enlouquecer

Pode parecer clichê
Mas amor, eu e você
como a lua e o mar tem que acontecer
(tem que acontecer)

Se a gente se perder
Eu não quero nem saber
Esse amor tá no ar
Vai acontecer
(E vai acontecer)

Então vem, que igual nós dois não tem
E você faz tão bem, faz tão bem
Que eu tô querendo te roubar um beijo

E você é doida por mim
Quando a gente se encontra é assim
Não tem fim, não tem fim
Esse é o nosso desejo

Quando a noite chegar vou pegar você
Se prepara que hoje eu quero fazer
Só pra te enlouquecer
Só pra te enlouquecer

Quando a noite chegar vou pegar você
Se prepara que hoje eu quero fazer
Só pra te enlouquecer
Só pra satisfazer meu ego

Eu vou satisfazer (meu ego)
Deixa eu satisfazer (meu ego)
Eu vou pegar você (meu ego)
Vem matar a minha sede
Vem fazer a minha vontade
Eu sei que no seu território
Eu mando em tudo
E você também sabe
(então vem)",ludmilla,funk_carioca
0,"Desce com Maldade, Sobe com Autoridade (Part. Simone & Simaria)","Já tá doidinha, perdendo a linha
Quem olha pensa que ela é princesinha
Esse decote que me comove
Uma mulher de onde tu veio tem mais lote
Essa tua boca é uma loucura
Tem o veneno que me mata e que me cura

Não me olha não, pra eu não me apaixonar
Mas faz aquele movimento do bumbum, bumbum, bumbum com pressão pra me ganhar

Desce com maldade, sobe com autoridade
Desce com maldade, sobe com autoridade
Desce com maldade, sobe com autoridade
E nesse clima de outro mundo, isso vai virar sacanagem
Desce com maldade, sobe com autoridade
Desce com maldade, sobe com autoridade
Desce com maldade, sobe com autoridade
E nesse clima de outro mundo, isso vai virar sacanagem

Essa mina é demais (An?)
Rebolando então? (An?)
Maravilinda, se ela quiser, tem qualquer um na sua mão
E no baile ela chega (An?)
E se vira nos 30 (O quê?)
Fica bem louca
Sobe na mesa
E põe a culpa na pinga

Não me olha não, pra eu não me apaixonar
Mas faz aquele movimento com o bumbum, bumbum, bumbum com pressão pra me ganhar

Desce com maldade, sobe com autoridade
Desce com maldade, sobe com autoridade
Desce com maldade, sobe com autoridade
E nesse clima de outro mundo, isso vai virar sacanagem
Desce com maldade, sobe com autoridade
Desce com maldade, sobe com autoridade
Desce com maldade, sobe com autoridade
E nesse clima de outro mundo, isso vai virar sacanagem",ludmilla,funk_carioca
0,Vai e Volta,"Você vai me perdendo aos poucos
Parece que não percebe
Tua mentira tão constante com certeza me enfraquece
O meu coração que chora, meu sentimento padece
Já gritei aos quatro cantos ""mande alguém que me merece""
Foi você quem jogou sujo, deixou meu corpo de luto
Minha alma devastada
Você destruiu meu mundo
Invadiu o meu sistema causando um grande problema
Com esse sorriso, tá fodendo o meu esquema
Por que você me complica?
Tava esquecendo, aí você me liga
Tento arrumar, mas só bagunço a minha vida
Eu nego, mas tá na cara
Quando te vejo o coração
dispara e a saudade aperta quando chega a madrugada

A gente vai, volta briga e se revolta
A gente vai, volta dá um beijo e chora
A gente vai, volta sempre assim do nada
Porque meu coração não tem vergonha na cara
A gente vai, volta briga e se revolta
A gente vai, volta dá um beijo e chora
A gente vai, volta sempre assim do nada
Porque meu coração não tem vergonha na cara

Você vai me perdendo aos poucos
Parece que não percebe
Tua mentira tão constante com certeza me enfraquece
O meu coração que chora, meu sentimento padece
Já gritei aos quatro cantos ""mande alguém que me merece""
Foi você quem jogou sujo, deixou meu corpo de luto
Minha alma devastada
Você destruiu meu mundo
Invadiu o meu sistema causando um grande problema
Com esse sorriso, tá fodendo o meu esquema
Por que você me complica?
Tava esquecendo, aí você me liga
Tento arrumar, mas só bagunço a minha vida
Eu nego, mas tá na cara
Quando te vejo o coração dispara
e a saudade aperta quando chega a madrugada

A gente vai, volta briga e se revolta
A gente vai, volta dá um beijo e chora
A gente vai, volta sempre assim do nada
Porque meu coração não tem vergonha na cara
A gente vai, volta briga e se revolta
A gente vai, volta dá um beijo e chora
A gente vai, volta sempre assim do nada
Porque meu coração não tem vergonha na cara",ludmilla,funk_carioca
0,Solta a Batida,"Solta a batida, que a Lud chegou
(Se concentra, é agora!)
Se quer me ver rebolar sem pudor
(Demorou, toda hora!)

E eu vou no chão, até o chão, tentação
(Sou dessas!)
Pique provocação, quero ação, pegação

(Sou dessas!)
Que mexe o bumbum (an)
Subindo (an) 
Descendo (an)
Quicando (an)
Mexendo (an) com a imaginação
Que tentação
(Sou dessas!)

Eu sou dessas que joga e não para
E que faz o que pensa só pra causar
Eu cheguei pra acabar com a tua marra
Hoje eu saí de casa pra rebolar

Ah, ah, ah, ah-ah-ah, ah, ah
Eu vou sentar
(Eu vou sentar, eu vou sentar)
Ah, ah, ah, ah-ah-ah, ah, ah
Mas você só pode olhar 
(Vem, me olha, rs) 
Ah, ah, ah, ah-ah-ah, ah, ah
Eu vou sentar
Ah, ah, ah, ah-ah-ah, ah, ah
(Hoje você só pode olhar)

Solta a batida, que a Lud chegou
(Se concentra, é agora!)
Se quer me ver rebolar sem pudor
(Demorou, toda hora!)

E eu vou no chão, até o chão, que tentação
(Sou dessas!)
Pique provocação, eu quero ação, pegação

(Sou dessas!)
Que mexe o bumbum (hmm)
Subindo (ah) 
Descendo (hmm)
Quicando (hmm)
Mexendo (hmm) com a imaginação
(Ai, meu Deus!) 
Que tentação
(Sou dessas!)

Eu sou dessas que joga e não para
E que faz o que pensa só pra causar
Eu cheguei pra acabar com a tua marra
Hoje eu saí de casa pra rebolar

Ah, ah, ah, ah-ah-ah, ah, ah
Eu vou sentar
Ah, ah, ah, ah-ah-ah, ah, ah
Mas você só pode olhar 
Ah, ah, ah, ah-ah-ah, ah, ah
Eu vou sentar
Ah, ah, ah, ah-ah-ah, ah, ah
Mas você só pode olhar

Eu sou dessas que joga e não para
E que faz o que pensa só pra causar
Eu cheguei pra acabar com a tua marra
Hoje eu saí de casa pra rebolar

Ah, ah, ah, ah-ah-ah, ah, ah
Eu vou sentar
Ah, ah, ah, ah-ah-ah, ah, ah
Mas você só pode olhar 
Ah, ah, ah, ah-ah-ah, ah-ah-ah
Eu vou sentar
(Ah, ah, ah, ah-ah-ah, ah, ah)
(Sou dessas!) 

Ah, hmm, ah
(Sou dessas!) 
Ah, hmm
Mas você só pode olhar",ludmilla,funk_carioca
0,Nunca Me Verá Chorar,"Se ele perguntar por mim
Diga que eu estou bem
Que eu estou feliz
E que eu já tenho outro alguém

Se ele perguntar por mim
Diga que eu estou feliz
Que eu estou curtindo a vida
Do jeito que eu sempre quis

Só não a diga a verdade pra ele
Que eu estou sem alegria
Que eu fiz o meu quarto
Da minha pequena ilha
Estou com sobrancelhas e cabelo pra fazer
Que eu perdi a vontade de viver

Mas ele sabe que isso nem combina comigo
A garota que fica de coração partido

Por mais que seja difícil
Eu vou me acostumar
O tempo é o melhor remédio pra me ajudar
Mas você nunca me verá chorar
Mas você nunca me verá chorar

Por mais que seja difícil
Eu vou me acostumar
O tempo é o melhor remédio pra me ajudar
Mas você nunca me verá chorar
Mas você nunca me verá chorar

Se ele perguntar por mim
Diga que eu estou bem
Que eu estou feliz
E que eu já tenho outro alguém

Se ele perguntar por mim
Diga que eu estou feliz
Que eu estou curtindo a vida
Do jeito que eu sempre quis

Só não a diga a verdade pra ele
Que eu estou sem alegria
Que eu fiz o meu quarto
Da minha pequena ilha
Estou com sobrancelhas e cabelo pra fazer
Que eu perdi a vontade de viver

Mas ele sabe que isso nem combina comigo
A garota que fica de coração
De coração partido

Por mais que seja difícil
Eu vou me acostumar
O tempo é o melhor remédio pra me ajudar
Mas você nunca me verá chorar
Mas você nunca me verá chorar

Por mais que seja difícil
Eu vou me acostumar
O tempo é o melhor remédio pra me ajudar
Mas você nunca me verá chorar
Mas você nunca me verá chorar

Não
Você não, você não
Você não, você não
Nunca me verá
Chorar (aaiaah)

Você não, você não
Você nunca me verá chorar",ludmilla,funk_carioca
0,Bom,"Hmm, hmm, hmm, é bom,é bom
Hmm, hmm, hmm, é bom, é bom

Uma taça de chandon (bom)
Um calor no edredom (bom)
Cê tirando meu batom é bom, bom, bom, bom, bom

Uma taça de chandon (bom)
Um calor no edredom (bom)
Cê tirando meu batom é bom, bom, bom,bom,bom

Relaxa que eu quero você
Relaxa que eu quero prazer
Relaxa que a noite promete e naturalmente vai acontecer

Eu tô ficando louca, arrepiando toda
Eu tô querendo te pegar gostoso
Fazer você pirar daquele jeito
Bom, bom, bom, bom, bom

Uma taça de chandon (bom)
Um calor no edredom (bom)
Cê tirando meu batom é bom, bom, bom, bom, bom

Uma taça de chandon (bom)
Um calor no edredom (bom)
Cê tirando meu batom é bom, bom, bom, bom, bom

Eu tô cheia de maldade
Primeiro eu vou provocar, depois vou te devorar
Pra te deixar com vontade
Eu quero te provocar, mas oh

Relaxa que eu quero você
Relaxa que eu quero prazer
Relaxa que a noite promete e naturalmente vai acontecer

Eu tô ficando louca, arrepiando toda
Eu tô querendo te pegar gostoso
Fazer você pirar daquele jeito
Bom, bom, bom, bom, bom

Uma taça de chandon (bom)
Um calor no edredom (bom)
Cê tirando meu batom é bom, bom, bom, bom, bom

Uma taça de chandon (bom)
Um calor no edredom (bom)
Cê tirando meu batom é bom, bom, bom, bom, bom

Uma taça de chandon (bom)
Um calor no edredom (bom)
Cê tirando meu batom, meu batom

Uma taça de chandon (bom)
Um calor no edredom (bom)
Cê tirando meu batom é bom, bom, bom, bom, bom

Hmm, hmm, hmm, é bom, é bom

Taça de chandon, tira o meu batom, cê vai ver que é bom, é bom
Taça de chandon, tira o meu batom, cê vai ver que é bom, é bom",ludmilla,funk_carioca
0,De Rolê (Part. Ferrugem),"Lud!
Ferrugem!
Aham
Mais uma vez, tá?
Vamo lá
Ferrugem

Quer saber pra onde eu vou?
Me segue
Quer provar do meu sabor?
Me pede
Se eu mandar, você só obedece
Mas cuidado, baby, não se apegue
Porque eu sou da contramão
Daquelas que só quer falar de amor lá no colchão
E por conta própria, escolheu a solidão
Eu tenho um iceberg no lugar do coração
Não perde tempo, não
Expert no assunto maldade
Se eu quiser você, não passo vontade
Se eu disser que sim vai ser até tarde
Só que amanhã não sinto saudade
Aproveita a chance e mostra o que sabe
Representa que eu te dou liberdade
Quer ganhar o jogo?
Tem uma lei: cala a boca e garante o replay

É que hoje eu só tô de rolê
só por essa noite eu vou pegar você
É que hoje eu só tô de rolê
só por essa noite eu vou pegar você

Quer saber pra onde eu vou?
Me segue
Quer provar do meu sabor?
Me pede
Se eu mandar, você só obedece
Mas cuidado, baby, não se entregue
Porque eu sou da contramão
Daqueles que só quer falar de amor lá no colchão
E por conta própria escolheu a solidão
Eu tenho um iceberg no lugar do coração
Não perde tempo, não

Expert no assunto maldade
Se eu quiser você, não passo vontade
Se eu disser que sim vai ser até tarde
Só que amanhã não sinto saudade
Aproveita a chance e mostra o que sabe
Representa que eu te dou liberdade
Quer ganhar o jogo?
Tem uma lei: cala a boca e garante o replay

Hoje eu só tô de rolê, só por essa noite eu vou pegar você
É que hoje eu só tô de rolê
só por essa noite eu vou pegar você
Tô de role, essa noite vou pegar você
É que hoje eu só tô de rolê
só por essa noite eu vou pegar você
É que hoje eu só tô de rolê
só por essa noite eu vou pegar você",ludmilla,funk_carioca
0,Olhei Gostei (Com Dj Lindão),"Olhei, gostei, da pika do novin
Olhei, gostei, da pika do novin

Se eu sento te juro nao saio de cima
Rebolo gostoso ainda chupo um pouquinho
Se eu sento te juro nao saio de cima
Rebolo gostoso ainda chupo um pouquinho

Por cima de tu (dj lindao, dj lindão)
Por cima de tu (dj lindao, dj lindão)

Eai tcheca e vara
Eai tcheca e vara
É tcheca na cara é tcheca vaai",ludmilla,funk_carioca
0,24 Horas Por Dia,"Tu não tem nada pra fazer
E fica nessa agonia
Fala de mim, pensa em mim
24 horas por dia (x4)

Só sabe meu primeiro nome
E acha que me conhece
Olha se põe no seu lugar
Vê se comigo não se mete

Faz carinha feia quando passa do meu lado
Ainda por cima baba, me olhando de cima a baixo
Novinho ficou maluco, até parou no tempo
Quando eu mandei quadradinho
Mostrando o meu talento

Calça apertada, bunda empinada
Dez vezes melhor que a sua namorada
Para tudo, pego no copo com a unha decorada

O mandada safadinha eu já descobri seu truque
Pra saber da minha vida, não sai do meu Facebook

Tu não tem nada pra fazer
E fica nessa agonia
Fala de mim, pensa em mim
24 horas por dia (x4)

Tu não tem nada pra fazer
E fica nessa agonia
Fala de mim, pensa em mim
24 horas por dia (x4)

Só sabe meu primeiro nome
E acha que me conhece
Olha se põe no seu lugar
Vê se comigo não se mete

Faz carinha feia quando passa do meu lado
Ainda por cima baba, me olhando de cima a baixo
Novinho ficou maluco, até parou no tempo
Quando eu mandei quadradinho
Mostrando o meu talento

Calça apertada, bunda empinada
Dez vezes melhor que a sua namorada
Para tudo, pego no copo com a unha decorada

O mandada safadinha eu já descobri seu truque
Pra saber da minha vida, não sai do meu Facebook

Tu não tem nada pra fazer
E fica nessa agonia
Fala de mim, pensa em mim
24 horas por dia (x4)",ludmilla,funk_carioca
